"ID","DEFINITION","FORMATION_PROCESS","CLAY","SILT","SAND","SOIL_COMPACTION","SOIL_COLOR","CERAMICS_OBSERVATIONS"
3130,"Cleaning layer east of room 1 and west of Tomb 41 and 42","Accumulation",0.0,80.0,20.0,"Compact","Gray",""
3131,"Gray silty layer in NW corner of Room 1","Accumulation",0.0,80.0,20.0,"Friable","Light Gray",""
3132,"Black ashy layer south of Room 1 and north of Room 2","Accumulation",0.0,0.0,0.0,"Soft","Black","Medium and small size"
3133,"Large stones within cut 3127","Collapse",0.0,0.0,0.0,"","",""
3134,"Dark reddish brown silty deposit cut by 3125","Accumulation",0.0,80.0,20.0,"Friable","Brown","Medium-sized sherds."
3135,"Dark red silty layer south of 3064","Intentional Deposition",0.0,80.0,20.0,"Compact","Red","Medium and small fragments"
3136,"Yellow pavement in north half of Room 2","Intentional Deposition",0.0,80.0,20.0,"Compact","Yellow","Small- and medium-sized fragments."
3137,"Gray silty layer in NE corner of Room 1","Accumulation",10.0,80.0,10.0,"Loose","Gray",""
3138,"Grayish brown deposit southwest of wall 3015","Accumulation",0.0,80.0,20.0,"Compact","Light Gray",""
3139,"Red silty deposit in Room 1 - SE corner","Intentional Deposition",10.0,80.0,10.0,"Soft","Red",""
3140,"Red silty deposit in Room 1 - west","Accumulation",10.0,80.0,10.0,"Soft","Red",""
3141,"Red silty deposit in Room 1 - NE corner","Accumulation",10.0,80.0,10.0,"Soft","Red",""
3142,"Fire pit in SE corner of Room 1","Accumulation",20.0,80.0,0.0,"Friable","Red",""
3143,"Layer of burnt clay and gray silt covered by 3070 in Room 1","Accumulation",0.0,80.0,20.0,"Friable","Red","Medium-sized"
3144,"Yellow compact layer in NE corner of Room 2","Intentional Deposition",0.0,80.0,20.0,"Friable","Gray","Some fragments are burned or show evidence of exposure to fire."
3145,"Gray compact circular layer north of wall and west of 3064","Accumulation",0.0,80.0,20.0,"Friable","Gray",""
3146,"Compact gray layer north of wall, east of 3064 ","Intentional Deposition",0.0,80.0,20.0,"Compact","Gray","Medium-sized."
3147,"Cut filled by 3142","Cutting",0.0,0.0,0.0,"","",""
3148,"Fill of cut 3149, tomb 48","Intentional Deposition",0.0,80.0,20.0,"","",""
3149,"Cut filled by 3148 and 3159 tomb 48","Cutting",0.0,0.0,0.0,"","",""
3150,"Rubble deposit east of 3134","Accumulation",0.0,80.0,20.0,"Friable","Gray",""
3151,"Fill of cut 3152 in SE corner of Room 1","Accumulation",0.0,80.0,20.0,"Loose","Light Gray","Small and medium fragments."
3152,"Cut of Tomb 50","Cutting",0.0,0.0,0.0,"","",""
3153,"Yellow silty deposit north of wall 3095","Accumulation",0.0,80.0,20.0,"Friable","Yellow",""
3154,"Brown silty layer in NW corner of Room 2","Accumulation",0.0,80.0,20.0,"Friable","Brown","Small- and medium-sized fragments."
3155,"Brown silty layer south of wall 3095 in Room 2, equal to 3154","Accumulation",0.0,80.0,20.0,"Friable","Light Brown",""
3156,"Olla from Tomb 48, in fill 3148","Intentional Deposition",0.0,0.0,0.0,"","","Very good, primary deposition. One small fragment missing."
3157,"Vessel from Tomb 48, in fill 3148","Intentional Deposition",0.0,0.0,0.0,"","","Very good, primary deposition."
3158,"Destruction on western face of wall","Accumulation",0.0,80.0,20.0,"Friable","Gray",""
3159,"Fill of cut 3149, Tomb 48","Intentional Deposition",0.0,80.0,20.0,"Compact","Brown","Medium and small sized fragments."
3160,"Iron ornament Tomb 48","Intentional Deposition",0.0,0.0,0.0,"","",""
3161,"Skeleton from Tomb 48","Intentional Deposition",0.0,0.0,0.0,"","",""
3162,"Light brown circular layer west of 3064","Accumulation",0.0,90.0,10.0,"Compact","Light Brown",""
3163,"N-S wall of tufo in SE corner of area, west of cut 3122","Construction",0.0,0.0,0.0,"","",""
3164,"Triangular layer of yellowish silt south of drainage canal","Accumulation",0.0,80.0,20.0,"Friable","Brown",""
3165,"Brown silty layer east of 3122, equal to 3134","Accumulation",0.0,80.0,20.0,"Friable","Brown","Small- and medium-sized fragments."
3166,"Brown silty layer in south half of room 2","Accumulation",0.0,80.0,20.0,"Friable","Brown",""
3167,"Gray ashy-silt in NW corner of Room 1","Accumulation",10.0,80.0,10.0,"Loose","Gray",""
3168,"Layer of collapse S of drainage canal and N of cut 3122","Collapse",0.0,80.0,20.0,"Friable","Gray","Small- and medium-sized sherds."
3169,"Collapse of N-S wall in SE corner of area","Collapse",0.0,0.0,0.0,"","",""
3170,"N-S blocks of tufo belonging to sewer in SE corner of area","Construction",0.0,0.0,0.0,"","",""
3171,"Black ashy deposit in Room 1","Accumulation",0.0,80.0,20.0,"Friable","Gray",""
3172,"Fill of cut 3173 drainage channel","Intentional Deposition",0.0,80.0,20.0,"Friable","Brown",""
3173,"Cut filled by 3172 drainage channel","Cutting",0.0,0.0,0.0,"","",""
3174,"Tufo stones north of 3064 and south of wall 3029","Construction",0.0,0.0,0.0,"","",""
3175,"Gray deposit of volcanic material W of 3096 and 3031 in Room 2","Accumulation",0.0,90.0,10.0,"Friable","Gray",""
3176,"Pedestal below SU3174","Construction",0.0,0.0,0.0,"","","Few diagnostic materials."
3177,"Fire pit in Room 1","Construction",0.0,0.0,0.0,"","",""
3178,"Patch of compact red surface, south of drainage channel","Intentional Deposition",0.0,0.0,0.0,"","",""
3179,"Compact gray surface N of walls 3096 and 3031 in Room 2","Intentional Deposition",0.0,90.0,10.0,"Compact","Light Brown","Fragments are not diagnostic."
3180,"yellow surface W of 3163 and S of 3173","Intentional Deposition",0.0,80.0,20.0,"Compact","Yellow","Layer not datable."
3181,"Compact southern yellow layer W of 3167","Intentional Deposition",0.0,0.0,0.0,"Compact","Yellow","Layer not datable."
3182,"Thin lens of gray silt E of cut 3122","Accumulation",0.0,0.0,0.0,"Friable","Gray",""
3183,"Gray compact layer W of cut 3122","Accumulation",0.0,80.0,20.0,"Compact","Gray",""
3184,"Patch of gray soil in northeastern corner of Room 2","Accumulation",0.0,0.0,0.0,"","",""
3185,"Patch of brown soil in northwestern corner of Room 2","Accumulation",0.0,80.0,20.0,"Loose","Brown",""
3186,"Gray silty cleaning layer north of wall 3095","Accumulation",0.0,80.0,20.0,"Soft","Gray",""
3187,"Brown silty cleaning layer covering wall 3031","Accumulation",0.0,20.0,80.0,"Friable","Brown",""
3188,"Gray silty layer East of walls 3096 and 3031","Accumulation",0.0,80.0,20.0,"Friable","Gray",""
3189,"Light yellowish-brown silty layer E of 3015 in Room 1","Accumulation",0.0,80.0,20.0,"Friable","Gray",""
3190,"Light gray layer abutting wall 3030, Room 2","Accumulation",20.0,80.0,0.0,"Friable","Light Gray",""
3191,"Ashy gray layer S of wall 3030","Accumulation",0.0,80.0,20.0,"Loose","Gray",""
3192,"Small patch of yellow surface N of cut 3122","Intentional Deposition",0.0,80.0,20.0,"Compact","Yellow",""
3193,"Circular patch of yellow surface N of cut 3122","Intentional Deposition",0.0,80.0,20.0,"Compact","Yellow",""
3194,"Yellow surface S of drainage channel 3173","Intentional Deposition",0.0,80.0,20.0,"Compact","Yellow",""
3195,"Compact red layer in north of Room 2","Accumulation",10.0,80.0,10.0,"Compact","Red",""
3196,"Compact gray layer in north of Room 2","Accumulation",0.0,80.0,20.0,"Compact","Gray",""
3197,"Brown silty layer in north of Room 2","Accumulation",0.0,80.0,20.0,"Compact","Brown",""
3198,"Small compact stony deposit S of wall 3015","Accumulation",0.0,80.0,20.0,"","",""
3199,"Compact layer of gray soil with yellow inclusions in north of Room 2","Intentional Deposition",0.0,80.0,20.0,"Compact","Gray",""
3200,"Compact layer of grayish brown soil in north of Room 2, S of SU 3199","Accumulation",0.0,80.0,20.0,"Compact","Light Brown",""
3201,"Rubble covering linear feature E of Walls 3031 and 3096.","Construction",0.0,0.0,0.0,"","",""
3202,"Thin light brown silty layer west of wall 3163 and N of cut 3122","Accumulation",0.0,80.0,20.0,"Compact","Light Brown",""
3203,"Cut filled by 3200","Cutting",0.0,0.0,0.0,"","",""
3204,"Compact gray floor surface in Room 2","Intentional Deposition",0.0,80.0,20.0,"Compact","Light Yellow",""
3205,"Yellowish gray compact layer E of 3076 and S of 3015","Accumulation",0.0,80.0,20.0,"Compact","Gray",""
3206,"Brown sandy silt S of 3173 and W of 3122","Accumulation",0.0,80.0,20.0,"Friable","Brown",""
3207,"Yellow compact floor surface in Room 2","Intentional Deposition",20.0,70.0,10.0,"Compact","Light Yellow",""
3208,"Compact accumulation of brown soil N of wall 3030","Accumulation",0.0,80.0,20.0,"Friable","Light Gray",""
3209,"Cleaning layer S of wall 2219 and N of wall 3014","Accumulation",0.0,80.0,20.0,"Loose","Yellow",""
3210,"Gray compact narrow layer W of 3122 and S of 3173","Intentional Deposition",0.0,80.0,20.0,"Compact","Gray",""
3211,"Compact layer of rubble S of 3015 and E of 3076","Accumulation",0.0,80.0,20.0,"Compact","Brown",""
3212,"Brown silty layer W of wall 3015 and S of tomb","Accumulation",20.0,80.0,0.0,"Friable","Light Brown",""
3213,"Red burned semi-circular deposit in NE corner of room 1","Accumulation",0.0,80.0,20.0,"Friable","Red",""
3214,"Brown silty layer of preparation in NE corner of room 2","Accumulation",0.0,80.0,20.0,"Compact","Light Brown",""
3215,"Brown silty layer of preparation in NW corner of room 2","Intentional Deposition",0.0,80.0,20.0,"Friable","Brown",""
3216,"Collapse NW of wall 3067","Collapse",0.0,80.0,20.0,"Loose","Light Gray",""
3217,"Reddish-brown deposit E of W baulk, in SW corner of area","Accumulation",0.0,80.0,20.0,"Compact","Brown",""
3218,"Gray loose ashy deposit in NW corner of room 2","Accumulation",10.0,70.0,20.0,"Soft","Gray",""
3219,"Light gray ashy layer along walls 3030 and 3095 in room 2","Accumulation",0.0,80.0,20.0,"Friable","Light Gray",""
3220,"Brown silty deposit with red inclusions in S half of room 1","Accumulation",0.0,80.0,20.0,"Friable","Light Brown",""
3221,"Brown silty deposit in NW corner of Room 2","Accumulation",20.0,80.0,0.0,"Friable","Light Brown",""
3222,"Yellow surface W of wall 3015","Intentional Deposition",20.0,80.0,0.0,"Compact","Yellow",""
3223,"Brownish black layer in SW corner of area","Intentional Deposition",20.0,70.0,10.0,"Compact","Black",""
3224,"Brown silty compact layer W of wall 3029","Accumulation",0.0,80.0,20.0,"Friable","Brown",""
3225,"Red-yellow burnt layer in S half of Room 1","Accumulation",20.0,70.0,10.0,"Friable","Red",""
3226,"Brown layer E of west baulk and S of wall in southwest corner","Accumulation",0.0,80.0,20.0,"Friable","Brown",""
3227,"Brown silty accumulation in S half of Room 2","Accumulation",0.0,80.0,20.0,"Compact","Brown",""
3228,"Stony deposit of T 49 in SW corner of area","Accumulation",0.0,80.0,20.0,"Friable","Brown",""
3229,"Black ashy layer abutting wall 3029","Accumulation",0.0,80.0,20.0,"Friable","Black",""
3230,"Light gray ashy layer abutting wall 3029","Accumulation",0.0,80.0,20.0,"Friable","Light Gray",""
3231,"Fill of vessel 3232, tomb 49","Accumulation",0.0,80.0,20.0,"Friable","Brown",""
3232,"Dolium filled by 3231, tomb 49","Intentional Deposition",0.0,0.0,0.0,"","",""
3233,"Collapse of vessel stone cover, tomb 49","Collapse",0.0,0.0,0.0,"","",""
3234,"Fill beneath collapse of vessel stone cover, tomb 49","Intentional Deposition",0.0,80.0,20.0,"Friable","Brown",""
3235,"Cut of dolium, Tomb 49, equals 3253","Cutting",0.0,0.0,0.0,"","",""
3236,"N-S tufo wall in SE corner of area south of wall 2250","",0.0,0.0,0.0,"","",""
3237,"Apsidal wall in SW corner of area","Construction",0.0,0.0,0.0,"","",""
3238,"Fill of cut 3152","Intentional Deposition",0.0,80.0,20.0,"Loose","Brown",""
3239,"Vessel in SW corner of cut 3152","Intentional Deposition",0.0,0.0,0.0,"","",""
3240,"Amphoretta in center of cut 3152 along S cut edge, tomb 50","Intentional Deposition",0.0,0.0,0.0,"","",""
3241,"Fill of cut 3152","Intentional Deposition",0.0,80.0,20.0,"","","Small and medium fragments"
3242,"Small amphoretta in E section of cut 3152, tomb 50","",0.0,0.0,0.0,"","",""
3243,"Vessel in E section of 3152, Tomb 50","Intentional Deposition",0.0,0.0,0.0,"","",""
3244,"Cup in center of cut 3152, tomb 50","Intentional Deposition",0.0,0.0,0.0,"","",""
3245,"Compact layer of skeleton 3248 of Tomb 50","Intentional Deposition",20.0,80.0,0.0,"Compact","Brown",""
3246,"Vessel in Tomb 50","Intentional Deposition",0.0,0.0,0.0,"","",""
3247,"Bronze bulla in Tomb 50","Intentional Deposition",0.0,0.0,0.0,"","",""
3248,"Skeleton in tomb 50","Intentional Deposition",0.0,0.0,0.0,"","",""
3249,"Stone packing from tomb 50","Intentional Deposition",0.0,0.0,0.0,"","",""
3250,"Fill of tomb 50 beneath skeleton 3248 and stones 3246","Intentional Deposition",0.0,0.0,0.0,"","",""
3251,"Cut in bedrock S of 2219 and N of 3014 - north","Cutting",0.0,0.0,0.0,"","",""
3252,"Cut in bedrock south of 2219 and north of 3014 - south","Cutting",0.0,0.0,0.0,"","",""
3253,"Cut of tomb 49","Cutting",0.0,0.0,0.0,"","",""
3254,"Cut of fire pit 3064 *undocumented at end of 2012 season*","",0.0,0.0,0.0,"","",""
3255,"Two tufo stones S of SU 3015","Construction",0.0,0.0,0.0,"","",""
3256,"Cleaning layer between 2012 and 2013 excavation seasons","Accumulation",10.0,80.0,10.0,"Loose","Brown",""
3257,"Yellowish light brown deposit north of wall SU3095 in Room 1","Accumulation",10.0,80.0,10.0,"Friable","Light Brown",""
3258,"Tufo stones with north to south orientation","Construction",0.0,0.0,0.0,"","",""
3259,"Light brown silty deposit in southern half of Room 2","Accumulation",10.0,80.0,10.0,"Friable","Light Brown",""
3260,"Light brown silty deposit east of SU3201","Accumulation",10.0,90.0,0.0,"Friable","Light Brown",""
3261,"Tufo stone south of wall SU3067 and north of drainage canal, west","Accumulation",0.0,0.0,0.0,"","",""
3262,"Tufo stone south of wall SU3067 and north of drainage canal, west","Accumulation",0.0,0.0,0.0,"","",""
3263,"Yellowish brown accumulation west of road SU3049","Accumulation",10.0,90.0,0.0,"Friable","Brown","many VERY small sherds"
3264,"Grey Silty Deposit S. of 3076","Accumulation",10.0,80.0,10.0,"Friable","Light Brown",""
3265,"Yellowish brown deposit east of wall 3096 and room 2","Accumulation",20.0,80.0,0.0,"Compact","Light Brown",""
3266,"Light yellow deposit east of western baulk with tufo inclusions","Accumulation",20.0,80.0,0.0,"Friable","Gray",""
3267,"Light yellow gravelly layer to northwest of 3076","Accumulation",0.0,80.0,20.0,"Compact","Light Yellow",""
3268,"Grayish brown deposit east of 3031","Accumulation",10.0,90.0,0.0,"Loose","Brown",""
3269,"Light brown sediment between stones east of wall 3031","Accumulation",10.0,80.0,10.0,"Friable","Brown","Very few diagnostics."
3270,"Red Deposit Containing Burnt wattle and daub N of Wall 3095","Accumulation",20.0,80.0,0.0,"Compact","Red",""
3271,"Black ashy deposit east of western baulk","Accumulation",0.0,0.0,0.0,"","",""
3272,"Collapse east of wall 3031 and west of 3201, north of drainage chanel","Collapse",10.0,90.0,0.0,"Friable","Brown","Very few diagnostics, very fragmented"
3273,"Brownish-black deposit beneath pedestal of wall 3095","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
3274,"Red layer beneath pedestal of 3095 in NW corner of Room 2","Accumulation",0.0,80.0,20.0,"Friable","Red",""
3275,"Brown silty layer beneath pedestal of 3095","Accumulation",10.0,80.0,10.0,"","Brown",""
3276,"Thin compact grayish-brown layer southwest of wall 3029","Accumulation",10.0,80.0,10.0,"Friable","Light Brown","Very few diagnostics--those present are not in great condition."
3277,"Grayish brown accumulation west of 3076","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
3278,"Brown silty deposit covering 3076","Accumulation",20.0,80.0,0.0,"Friable","Brown",""
3279,"Yellowish brown deposit east of wall 3096","Accumulation",10.0,80.0,10.0,"Friable","Light Brown",""
3280,"Cut filled by 3059 west of 3076","Cutting",0.0,0.0,0.0,"","",""
3281,"Layer of ash in NW corner of Room 2","Accumulation",10.0,90.0,0.0,"Soft","Gray",""
3282,"Thin layer of ash west of 3096 and 3031 in Room 2","Accumulation",0.0,90.0,10.0,"Friable","Gray","few diagnostic"
3283,"Two tufo stones south of 3076","Construction",0.0,0.0,0.0,"","",""
3284,"Brown silty semi-circular deposit in Room 2","Accumulation",20.0,80.0,0.0,"Friable","Brown",""
3285,"Reddish compact layer south of 3076","Accumulation",10.0,80.0,10.0,"Compact","Red",""
3286,"Three stones in North-South alignment east of 3096","Construction",0.0,0.0,0.0,"","","n/a"
3287,"Brown, rubble-filled layer west of 3029","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
3288,"Gray silty layer in center of Room 1","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
3289,"Mid-season, post-rain cleaning layer","Accumulation",0.0,80.0,20.0,"Loose","Brown",""
3290,"Brown layer of accumulation south of 3030, equals 3291","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
