SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX,
3444,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.012,2,3,800,BC,500,BC,
3451,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.05,6,6,800,BC,500,BC,
3439,Impasto,NULL,NULL,2,NULL,NULL,47,49,0.42,2,6,800,BC,500,BC,
3473,Impasto Rosso,NULL,NULL,NULL,NULL,1,4,5,0.188,3,7,800,BC,500,BC,
3437,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.158,3,8,800,BC,500,BC,
3481,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,6,6,0.07,3,5,800,BC,500,BC,
3496,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.014,4,4,800,BC,500,BC,
3497,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,800,BC,500,BC,
3502,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.032,3,4,800,BC,500,BC,
3453,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.162,4,8,800,BC,500,BC,
3454,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,7,7,0.094,3,5,800,BC,500,BC,
3462,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,11,11,0.056,2,4,800,BC,500,BC,
3469,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.028,4,6,800,BC,500,BC,
3474,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.001,3,3,800,BC,500,BC,
3472,Impasto,NULL,NULL,NULL,NULL,NULL,20,20,0.404,2,6,800,BC,500,BC,
3519,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.006,2,3,800,BC,500,BC,
3521,Impasto Rosso,NULL,NULL,1,NULL,NULL,8,9,0.386,3,9,800,BC,500,BC,
3515,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,29,29,0.48,2,8,800,BC,500,BC,
3508,Impasto Rosso,NULL,NULL,3,NULL,NULL,11,14,0.242,3,6,800,BC,500,BC,
3475,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,0.092,3,6,800,BC,500,BC,
3546,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,3,800,BC,500,BC,
3505,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,3,3,800,BC,500,BC,
3493,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,800,BC,500,BC,
3498,Impasto Rosso,NULL,NULL,2,NULL,NULL,6,8,0.128,2,5,800,BC,500,BC,
3550,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,7,7,0.076,2,5,800,BC,500,BC,
3566,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.044,3,4,800,BC,500,BC,
3554,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.016,3,4,800,BC,500,BC,
3552,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.028,5,5,800,BC,500,BC,
3561,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.02,3,3,800,BC,500,BC,
3564,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.042,2,7,800,BC,500,BC,
3531,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.018,2,4,800,BC,500,BC,
3563,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,11,11,0.164,3,7,800,BC,500,BC,
3582,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.086,4,7,800,BC,500,BC,
3576,Impasto Rosso,NULL,NULL,1,NULL,NULL,1,2,0.064,4,6,800,BC,500,BC,
3585,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.014,4,4,800,BC,500,BC,
3591,Impasto Rosso,NULL,NULL,1,NULL,NULL,11,12,0.112,2,5,800,BC,500,BC,
3571,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,10,10,0.072,2,6,800,BC,500,BC,
3596,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,13,13,0.05,2,3,800,BC,500,BC,
3620,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,800,BC,500,BC,
3428,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.06,3,4,800,BC,500,BC,
3433,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.138,5,7,800,BC,500,BC,
3438,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.012,NULL,3,800,BC,500,BC,
3494,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.54,2,5,800,BC,500,BC,
5738,Impasto Rosso,NULL,NULL,NULL,NULL,1,1,2,0.018,2,3,800,BC,500,BC,
3728,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.102,4,6,800,BC,500,BC,
3708,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.022,4,4,800,BC,500,BC,
3763,Impasto Rosso,NULL,NULL,NULL,1,NULL,3,4,0.172,4,7,800,BC,500,BC,
3757,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.064,4,5,800,BC,500,BC,
3761,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.042,5,5,800,BC,500,BC,
3772,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.244,6,9,800,BC,500,BC,
3717,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.202,3,7,800,BC,500,BC,
3799,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.044,3,4,800,BC,500,BC,
3803,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.064,4,5,800,BC,500,BC,
3828,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.036,6,6,800,BC,500,BC,
3827,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.08,3,5,800,BC,500,BC,
3742,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.208,3,7,800,BC,500,BC,
3738,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.011,2,3,800,BC,500,BC,
3687,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.026,5,5,800,BC,500,BC,
3690,Impasto Rosso,NULL,NULL,1,NULL,NULL,3,4,0.082,3,5,800,BC,500,BC,
3695,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.142,9,9,800,BC,500,BC,
3698,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,0.078,2,7,800,BC,500,BC,
3710,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.014,4,4,800,BC,500,BC,
3704,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.11,4,6,800,BC,500,BC,
3794,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.084,3,7,800,BC,500,BC,
3834,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.034,4,4,800,BC,500,BC,
3722,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.041,3,3,800,BC,500,BC,
3773,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.007,3,3,800,BC,500,BC,
3843,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.025,3,3,800,BC,500,BC,
3814,Impasto Rosso,NULL,NULL,NULL,NULL,1,4,5,0.062,2,9,800,BC,500,BC,
3814,Cooking Stand,NULL,NULL,1,NULL,NULL,NULL,1,0.131,6,6,800,BC,600,BC,
3715,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.126,7,7,800,BC,500,BC,
3774,Impasto Rosso,NULL,NULL,2,NULL,NULL,10,12,0.334,3,7,800,BC,500,BC,
3790,Impasto Rosso,NULL,NULL,1,NULL,NULL,1,2,0.224,6,10,800,BC,500,BC,
3848,Impasto Rosso,NULL,NULL,8,NULL,NULL,26,34,1.02,3,10,800,BC,500,BC,
3638,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.022,4,4,800,BC,500,BC,
3639,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.292,8,8,800,BC,500,BC,
3640,Impasto Rosso,NULL,NULL,NULL,1,NULL,NULL,1,0.07,6,6,800,BC,500,BC,
3854,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.194,11,11,800,BC,500,BC,
2471,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,8,8,0.146,2,6,800,BC,500,BC,
2392,Impasto Rosso,NULL,NULL,2,NULL,NULL,9,11,0.117,1,5,800,BC,500,BC,
370,Impasto,NULL,NULL,NULL,NULL,1,2,3,0.078,1.5,5,830,BC,500,BC,
1318,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.012,NULL,4,900,BC,500,BC,
1433,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.018,2,3,900,BC,500,BC,
1340,Impasto,NULL,NULL,1,NULL,NULL,11,12,0.096,2,4,900,BC,500,BC,
1320,Impasto,NULL,NULL,3,NULL,1,15,19,0.174,2,4,900,BC,500,BC,
1368,Impasto,NULL,NULL,3,NULL,NULL,33,36,0.344,2,5,900,BC,500,BC,
1442,Impasto,NULL,NULL,4,NULL,3,11,18,0.218,2,6,900,BC,500,BC,
1317,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.072,2,5,900,BC,500,BC,
3042,Impasto,NULL,NULL,5,NULL,4,66,75,1.42,3,8,900,BC,500,BC,
1316,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.01,NULL,3,900,BC,500,BC,
1412,Impasto,NULL,NULL,7,NULL,2,18,27,0.248,2,4,900,BC,500,BC,
1384,Impasto,NULL,NULL,2,NULL,2,31,35,NULL,NULL,NULL,900,BC,500,BC,
1437,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.09,4,6,900,BC,500,BC,
1437,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,3,900,BC,900,AD,
1437,Commonware,NULL,NULL,1,NULL,2,2,5,0.136,4,9,900,BC,900,AD,
1420,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,4,900,BC,500,BC,
1439,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.04,3,NULL,900,BC,500,BC,
2074,Impasto,NULL,NULL,7,2,1,74,84,1.31,2,7,900,BC,500,BC,
1401,Impasto,NULL,NULL,NULL,NULL,1,8,9,0.162,2,6,900,BC,500,BC,
1321,Impasto,NULL,NULL,1,NULL,NULL,6,7,0.7,3,5,900,BC,500,BC,
1194,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.032,NULL,NULL,900,BC,500,BC,
1330,Impasto,NULL,NULL,2,2,NULL,8,12,0.138,2,4,900,BC,500,BC,
2346,Impasto,NULL,NULL,16,4,1,134,155,3.325,1,10,900,BC,500,BC,
2346,Impasto,NULL,NULL,16,4,1,134,155,3.325,1,10,900,BC,770,BC,
1422,Impasto,NULL,NULL,2,NULL,NULL,4,6,0.03,2,3,900,BC,500,BC,
1446,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.014,NULL,3,900,BC,500,BC,
2358,Impasto,NULL,NULL,1,NULL,1,11,13,0.402,2,10,900,BC,500,BC,
2356,Impasto,NULL,NULL,NULL,NULL,NULL,9,9,0.096,2,5,900,BC,500,BC,
1424,Impasto,NULL,NULL,1,NULL,NULL,2,3,0.018,2,3,900,BC,500,BC,
2337,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,1,0.001,NULL,2,900,BC,500,BC,
1399,Impasto,NULL,NULL,18,2,2,94,116,1.99,2,9,900,BC,500,BC,
2357,Impasto,NULL,NULL,1,NULL,NULL,2,3,0.024,2,4,900,BC,500,BC,
3102,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.012,NULL,3,900,BC,500,BC,
3104,Impasto,NULL,NULL,1,NULL,NULL,2,3,0.062,3,6,900,BC,500,BC,
3105,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.016,NULL,3,900,BC,500,BC,
3108,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.032,3,4,900,BC,500,BC,
1427,Impasto,NULL,NULL,1,NULL,3,39,42,0.591,2,8,900,BC,500,BC,
2340,Impasto,NULL,NULL,2,NULL,NULL,12,14,0.188,2,5,900,BC,500,BC,
2094,Impasto,NULL,NULL,16,4,1,92,113,1.4,2,7,900,BC,500,BC,
1353,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.046,3,5,900,BC,500,BC,
1325,Impasto,NULL,NULL,1,NULL,NULL,NULL,1,0.008,NULL,3,900,BC,500,BC,
1405,Impasto,NULL,NULL,1,NULL,NULL,1,2,0.018,2,4,900,BC,500,BC,
2076,Impasto,NULL,NULL,38,11,4,454,557,6.62,1,8,900,BC,500,BC,
1428,Impasto,NULL,NULL,4,NULL,NULL,10,14,0.104,1,5,900,BC,500,BC,
1306,Impasto,NULL,NULL,3,2,1,15,21,0.466,3,7,900,BC,500,BC,
1465,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.03,NULL,4,900,BC,500,BC,
1369,Impasto,NULL,NULL,1,NULL,NULL,21,22,0.202,1,4,900,BC,500,BC,
1457,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,900,BC,500,BC,
3118,Impasto,NULL,NULL,8,1,2,126,137,2.07,1,9,900,BC,500,BC,
3126,Impasto,NULL,NULL,1,NULL,NULL,17,18,0.406,3,5,900,BC,500,BC,
1423,Impasto,NULL,NULL,NULL,1,NULL,11,12,0.252,2,7,900,BC,500,BC,
5,Impasto,NULL,NULL,1,NULL,NULL,6,7,NULL,NULL,NULL,900,BC,500,BC,
77,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,900,BC,500,BC,
24,Impasto,NULL,NULL,10,1,NULL,58,69,NULL,NULL,NULL,900,BC,500,BC,
7,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,900,BC,500,BC,
62,Impasto,NULL,NULL,NULL,NULL,NULL,11,11,NULL,NULL,NULL,900,BC,500,BC,
21,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
36,Impasto,NULL,NULL,3,NULL,NULL,12,NULL,NULL,NULL,NULL,900,BC,600,BC,
48,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
32,Impasto,NULL,NULL,NULL,1,NULL,4,5,NULL,NULL,NULL,900,BC,500,BC,
34,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC,
64,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
88,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,900,BC,500,BC,
2018,Impasto,NULL,NULL,2,1,NULL,7,NULL,NULL,NULL,NULL,900,BC,500,BC,
2011,Impasto,NULL,NULL,2,1,1,26,30,NULL,NULL,NULL,900,BC,500,BC,
140,Impasto,NULL,NULL,5,1,NULL,55,61,NULL,NULL,NULL,900,BC,500,BC,
130,Impasto,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,900,BC,500,BC,
115,Impasto,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,900,BC,500,BC,
204,Impasto,NULL,NULL,3,NULL,NULL,11,14,NULL,NULL,NULL,900,BC,500,BC,
310,Impasto,NULL,NULL,3,NULL,3,31,37,NULL,NULL,NULL,900,BC,500,BC,
2046,Impasto,NULL,NULL,11,2,5,86,104,NULL,NULL,NULL,900,BC,500,BC,
2047,Impasto,NULL,NULL,NULL,NULL,1,1,2,NULL,NULL,NULL,900,BC,500,BC,
2061,Impasto,NULL,NULL,3,NULL,NULL,6,9,NULL,NULL,NULL,900,BC,500,BC,
2040,Impasto,NULL,NULL,2,NULL,2,15,19,NULL,NULL,NULL,900,BC,500,BC,
26,Impasto,NULL,NULL,54,20,8,478,560,NULL,NULL,NULL,900,BC,500,BC,
323,Impasto,One sherd with two deeply incised parallel lines,NULL,1,NULL,NULL,11,12,0.104,1,4,900,BC,500,BC,
324,Impasto,NULL,0,0,0,1,1,2,0.044,4,5,900,BC,500,BC,
170,Impasto,NULL,NULL,2,NULL,NULL,1,3,NULL,NULL,NULL,900,BC,500,BC,
164,Impasto,NULL,NULL,NULL,NULL,NULL,31,31,NULL,NULL,NULL,900,BC,500,BC,
157,Impasto,NULL,NULL,2,NULL,NULL,16,18,NULL,NULL,NULL,900,BC,500,BC,
171,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,900,BC,500,BC,
166,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,900,BC,500,BC,
147,Impasto,NULL,NULL,NULL,NULL,NULL,10,10,NULL,NULL,NULL,900,BC,770,BC,
155,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,900,BC,500,BC,
168,Impasto,NULL,NULL,NULL,NULL,1,3,4,NULL,NULL,NULL,900,BC,500,BC,
148,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,770,BC,
152,Impasto,NULL,NULL,1,NULL,NULL,32,33,NULL,NULL,NULL,900,BC,500,BC,
169,Impasto,NULL,NULL,3,1,NULL,14,12,NULL,NULL,NULL,900,BC,500,BC,
111,Impasto,NULL,NULL,3,NULL,1,37,41,NULL,NULL,NULL,900,BC,500,BC,
119,Impasto,NULL,NULL,NULL,NULL,NULL,11,11,NULL,NULL,NULL,900,BC,500,BC,
214,Impasto,NULL,NULL,1,NULL,NULL,22,23,NULL,NULL,NULL,900,BC,500,BC,
213,Impasto,NULL,NULL,NULL,NULL,NULL,10,10,NULL,NULL,NULL,900,BC,500,BC,
123,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,900,BC,500,BC,
124,Impasto,NULL,NULL,2,NULL,1,28,31,NULL,NULL,NULL,900,BC,500,BC,
218,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,900,BC,500,BC,
321,Impasto,NULL,NULL,16,2,3,110,121,1.872,NULL,NULL,900,BC,500,BC,
242,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC,
224,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC,
2063,Impasto,NULL,NULL,3,1,NULL,29,33,NULL,NULL,NULL,900,BC,500,BC,
2017,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,900,BC,500,BC,
2007,Impasto,NULL,NULL,6,NULL,1,20,27,NULL,NULL,NULL,900,BC,500,BC,
228,Impasto,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,900,BC,500,BC,
2045,Impasto,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,900,BC,500,BC,
234,Impasto,NULL,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,900,BC,500,BC,
230,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,900,BC,500,BC,
2016,Impasto,NULL,NULL,1,NULL,NULL,7,8,NULL,NULL,NULL,900,BC,500,BC,
2006,Impasto,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,900,BC,500,BC,
2042,Impasto,NULL,NULL,9,1,NULL,36,46,NULL,NULL,NULL,900,BC,500,BC,
2005,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,BC,500,BC,
2041,Impasto,NULL,NULL,NULL,NULL,NULL,14,14,NULL,NULL,NULL,900,BC,500,BC,
2004,Impasto,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,900,BC,500,BC,
2058,Impasto,NULL,NULL,1,NULL,NULL,6,7,NULL,NULL,NULL,900,BC,500,BC,
2008,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,BC,500,BC,
341,Impasto,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,BC,770,BC,
1005,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,900,BC,500,BC,
1014,Impasto,NULL,NULL,1,1,NULL,5,7,NULL,NULL,NULL,900,BC,500,BC,
1036,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,900,BC,500,BC,
1030,Impasto,NULL,NULL,1,NULL,1,11,13,NULL,NULL,NULL,900,BC,500,BC,
1051,Impasto,NULL,NULL,1,1,NULL,NULL,2,NULL,NULL,NULL,900,BC,500,BC,
320,Impasto,NULL,NULL,1,1,NULL,6,8,NULL,NULL,NULL,900,BC,500,BC,
250,Impasto,NULL,NULL,2,1,NULL,20,23,NULL,NULL,NULL,900,BC,500,BC,
254,Impasto,NULL,NULL,2,NULL,NULL,19,22,NULL,NULL,NULL,900,BC,500,BC,
256,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
258,Impasto,NULL,NULL,2,1,NULL,11,15,NULL,NULL,NULL,900,BC,500,BC,
260,Impasto,NULL,NULL,NULL,1,NULL,11,NULL,NULL,NULL,NULL,900,BC,500,BC,
265,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
2010,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,900,BC,500,BC,
2014,Impasto,NULL,NULL,14,2,2,25,NULL,NULL,NULL,NULL,900,BC,500,BC,
2057,Impasto,NULL,NULL,4,2,1,18,25,NULL,NULL,NULL,900,BC,500,BC,
325,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC,
306,Impasto,NULL,NULL,1,NULL,1,4,6,NULL,NULL,NULL,900,BC,500,BC,
302,Impasto,NULL,NULL,NULL,1,NULL,1,2,NULL,NULL,NULL,900,BC,500,BC,
119,Impasto,NULL,NULL,NULL,NULL,NULL,11,11,NULL,NULL,NULL,900,BC,500,BC,
2060,Impasto,NULL,NULL,1,NULL,NULL,19,20,NULL,NULL,NULL,900,BC,500,BC,
2003,Impasto,NULL,NULL,5,NULL,NULL,12,17,NULL,NULL,NULL,900,BC,500,BC,
2012,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
144,Impasto,NULL,NULL,8,NULL,7,111,126,NULL,NULL,NULL,900,BC,500,BC,
1039,Impasto,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,900,BC,500,BC,
1056,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,900,BC,500,BC,
1027,Impasto,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,900,BC,500,BC,
101,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
194,Impasto,NULL,NULL,1,NULL,NULL,7,8,NULL,NULL,NULL,900,BC,500,BC,
165,Impasto,NULL,NULL,NULL,NULL,NULL,6,6,NULL,NULL,NULL,900,BC,500,BC,
183,Impasto,NULL,NULL,1,NULL,1,13,15,NULL,NULL,NULL,900,BC,500,BC,
99,Impasto,NULL,NULL,1,NULL,1,2,4,NULL,NULL,NULL,900,BC,500,BC,
169,Impasto,NULL,NULL,3,1,NULL,14,12,NULL,NULL,NULL,900,BC,500,BC,
89,Impasto,NULL,NULL,1,NULL,NULL,13,14,NULL,NULL,NULL,900,BC,500,BC,
108,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,900,BC,500,BC,
288,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
82,Impasto,NULL,NULL,NULL,NULL,NULL,33,33,NULL,NULL,NULL,900,BC,500,BC,
290,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
280,Impasto,NULL,NULL,6,2,NULL,34,42,NULL,NULL,NULL,900,BC,500,BC,
2024,Impasto,NULL,NULL,5,1,NULL,13,19,NULL,NULL,NULL,900,BC,500,BC,
129,Impasto,NULL,NULL,2,NULL,NULL,6,8,0.059,1.5,3,900,BC,500,BC,
1066,Impasto,NULL,NULL,3,NULL,NULL,16,19,NULL,NULL,NULL,900,BC,500,BC,
354,Impasto,NULL,NULL,1,NULL,NULL,9,10,NULL,NULL,NULL,900,BC,500,BC,
366,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC,
356,Impasto,NULL,NULL,1,NULL,NULL,7,8,NULL,NULL,NULL,900,BC,500,BC,
2090,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,900,BC,500,BC,
357,Impasto,NULL,NULL,18,NULL,2,78,98,NULL,NULL,NULL,900,BC,500,BC,
2075,Impasto,NULL,NULL,2,NULL,NULL,20,22,NULL,NULL,NULL,900,BC,500,BC,
376,Impasto,NULL,NULL,2,NULL,NULL,22,24,0.178,1,3,900,BC,500,BC,
2085,Impasto,NULL,NULL,9,1,2,58,70,NULL,NULL,NULL,900,BC,500,BC,
377,Impasto,NULL,NULL,8,NULL,NULL,16,24,NULL,NULL,NULL,900,BC,500,BC,
375,Impasto,NULL,NULL,9,NULL,NULL,22,31,0.689,4,7,900,BC,500,BC,
2083,Impasto,NULL,NULL,27,1,2,230,260,NULL,NULL,NULL,900,BC,500,BC,
380,Impasto,NULL,NULL,2,2,NULL,14,18,NULL,NULL,NULL,900,BC,500,BC,
379,Impasto,NULL,NULL,4,NULL,1,2,7,NULL,NULL,NULL,900,BC,500,BC,
372,Impasto,NULL,NULL,15,1,1,54,71,NULL,NULL,NULL,900,BC,500,BC,
383,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.012,2,2,900,BC,500,BC,
385,Impasto,NULL,NULL,8,2,1,85,96,NULL,NULL,NULL,900,BC,500,BC,
390,Impasto,NULL,NULL,90,1,5,382,477,NULL,NULL,NULL,900,BC,500,BC,
2136,Impasto,NULL,NULL,2,NULL,NULL,25,27,NULL,NULL,NULL,900,BC,500,BC,
2095,Impasto,NULL,NULL,140,34,33,1022,1229,NULL,NULL,NULL,900,BC,700,BC,
2120,Impasto,NULL,NULL,8,2,1,30,41,NULL,NULL,NULL,900,BC,500,BC,
2122,Impasto,NULL,NULL,10,3,5,52,70,NULL,NULL,NULL,900,BC,500,BC,
2126,Impasto,NULL,NULL,9,2,2,124,137,NULL,NULL,NULL,900,BC,500,BC,
2114,Impasto,NULL,NULL,5,1,NULL,23,29,NULL,NULL,NULL,900,BC,500,BC,
397,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,900,BC,500,BC,
373,Impasto,NULL,NULL,5,1,1,50,57,NULL,NULL,NULL,900,BC,500,BC,
1177,Impasto,NULL,NULL,4,1,NULL,40,45,NULL,NULL,NULL,900,BC,500,BC,
1180,Impasto,NULL,NULL,2,2,4,17,25,NULL,NULL,NULL,900,BC,400,BC,
1204,Impasto,NULL,NULL,1,1,NULL,14,16,NULL,NULL,NULL,900,BC,500,BC,
392,Impasto,NULL,NULL,NULL,NULL,NULL,40,40,NULL,NULL,NULL,900,BC,500,BC,
2100,Impasto,NULL,NULL,3,3,NULL,60,66,NULL,NULL,NULL,900,BC,500,BC,
